,Media Source,Tweet,DateTime,Tweets Ago,Compound,Positive,Neutral,Negative
278,@CNN,"President Trump says the United States would ""totally destroy"" North Korea if forced to defend itself or allies… https://t.co/a3W9JYK3zH",2017-09-19 17:50:10+00:00,79,-0.6115,0.109,0.625,0.265
279,@CNN,President Trump offers a toast at a UN luncheon. Follow live updates: https://t.co/6w0P1i8eVz https://t.co/tI3qUL1AGT,2017-09-19 17:41:18+00:00,80,0.0,0.0,1.0,0.0
280,@CNN,Read President Trump's speech to the UN General Assembly https://t.co/dZBfU6RoBn https://t.co/TvhRV7T23y,2017-09-19 17:40:10+00:00,81,0.0,0.0,1.0,0.0
281,@CNN,"People are lined up to get ice in preparation for Hurricane Maria. @leylasantiago reports from San Juan, Puerto Ric… https://t.co/30KfyogrYp",2017-09-19 17:31:02+00:00,82,0.0,0.0,1.0,0.0
282,@CNN,“Catastrophic” Hurricane Maria continues to move toward areas hit by Irma. CNN’s @AllisonChinchar with the latest:… https://t.co/brGDdPGXcG,2017-09-19 17:21:07+00:00,83,0.0,0.0,1.0,0.0
283,@CNN,Germany convicts three people for not helping an 83-year-old man who collapsed in the entryway of a bank… https://t.co/8mwTncSJIa,2017-09-19 17:10:09+00:00,84,-0.4567,0.0,0.8,0.2
284,@CNN,"Late-night host Jimmy Kimmel tweeted an article suggesting the Senate's new health care bill fails the ""Kimmel Test… https://t.co/lwzKeCsqiW",2017-09-19 17:00:19+00:00,85,0.1027,0.139,0.739,0.122
285,@CNN,"Airstrikes hit several hospitals in Syria's rebel-held Idlib province, local activist media and monitoring group sa… https://t.co/dLpJcbs0Az",2017-09-19 16:50:09+00:00,86,0.0,0.0,1.0,0.0
286,@CNN,President Trump still has no evidence that his wiretapping claim was right | Analysis by @CillizzaCNN… https://t.co/ADbAnewMyU,2017-09-19 16:40:14+00:00,87,-0.296,0.0,0.872,0.128
287,@CNN,Hurricane Maria pounds Dominica as it barrels toward St. Croix and threatens catastrophic damage to Puerto Rico… https://t.co/jGrfl3xOEK,2017-09-19 16:32:36+00:00,88,-0.8402,0.0,0.625,0.375
288,@CNN,"There is ""no question Russia interfered in the US election,"" President Trump's pick for US ambassador to Russia say… https://t.co/nGiI36MGpL",2017-09-19 16:20:03+00:00,89,-0.296,0.0,0.896,0.104
289,@CNN,23-year-old Louisiana man charged with murder in Baton Rouge shootings police say may have been racially motivated https://t.co/ncvWlEjvSy,2017-09-19 16:11:30+00:00,90,-0.5423,0.122,0.612,0.265
290,@CNN,"President Trump: ""Rocket Man is on a suicide mission"" https://t.co/Zsc6MrazGs https://t.co/u3BuhTofbK",2017-09-19 16:00:21+00:00,91,-0.6705,0.0,0.667,0.333
291,@CNN,"Alabama Senate candidate Roy Moore says ""we've asked for"" shootings and killings by turning away from God… https://t.co/Ev1ibaDECJ",2017-09-19 15:55:08+00:00,92,-0.6705,0.0,0.791,0.209
292,@CNN,Why Rand Paul opposes the GOP Obamacare repeal bill https://t.co/YMAtbwuGgy https://t.co/91ZpOPIyAu,2017-09-19 15:46:33+00:00,93,0.0,0.0,1.0,0.0
293,@CNN,"Hurricane Maria remains a Cat. 5 storm with 160 mph sustained winds, moving toward Virgin Islands and Puerto Rico… https://t.co/T8xW6wQT9K",2017-09-19 15:34:52+00:00,94,0.0,0.0,1.0,0.0
294,@CNN,The Republican Party’s last-ditch effort to repeal Obamacare is coming down to this one GOP Senator -- again… https://t.co/M2V9EzFP2D,2017-09-19 15:22:19+00:00,95,0.0,0.0,1.0,0.0
295,@CNN,"RT @CNNnewsroom: President Trump at UN: “We will fight together, sacrifice together, and stand together, for peace, for freedom...” https:/…",2017-09-19 15:19:02+00:00,96,0.2263,0.145,0.747,0.108
296,@CNN,This charity rented out President Trump's childhood home and invited over refugees https://t.co/XMQclQPj2N https://t.co/urSNegfsVu,2017-09-19 15:07:47+00:00,97,0.4215,0.177,0.823,0.0
297,@CNN,"“I think the United Nations has great, great potential,” President Trump says following his first address before th… https://t.co/eqxd2TlK3G",2017-09-19 14:53:49+00:00,98,0.9001,0.407,0.593,0.0
298,@CNN,"Pres. Trump: ""The socialist dictatorship of Nicolás Maduro has inflicted terrible pain and suffering"" on Venezuela… https://t.co/wE1B5KPoXN",2017-09-19 14:48:34+00:00,99,-0.8591,0.0,0.596,0.404
299,@CNN,"President Trump in UN address: ""Major portions of the world are in conflict, and some, in fact, are going to hell.""… https://t.co/mNn4N3pI0T",2017-09-19 14:46:10+00:00,100,-0.3182,0.0,0.901,0.099
300,@CBS,RT @startrekcbs: Snap to transport yourself to another world. Unlock the exclusive #StarTrekDiscovery @Snapchat lens now: https://t.co/BNGl…,2017-09-19 22:08:16+00:00,1,0.128,0.086,0.914,0.0
301,@CBS,RT @MeMyselfAndICBS: Any advice for your younger self? @bibbymoynihan asks @wbtourhollywood visitors this question! Share yours with #Advic…,2017-09-19 17:35:40+00:00,2,0.3595,0.128,0.872,0.0
302,@CBS,Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech:… https://t.co/ZeHM4gKQ5G,2017-09-18 22:54:18+00:00,3,0.7003,0.293,0.707,0.0
303,@CBS,Check out the photos of some behind-the-scenes moments you may have missed from TV's biggest night:… https://t.co/IyMJEOUZfQ,2017-09-18 19:38:01+00:00,4,-0.296,0.0,0.879,0.121
304,@CBS,RT @9JKLCBS: #9JKL is based on some of @markfeuerstein's most awkward family moments. What are yours? Share your stories with #MyAwkwardFam…,2017-09-18 18:40:39+00:00,5,0.079,0.095,0.823,0.082
305,@CBS,Relive all the excitement and find out who won big at the 69th Emmy® Awards. See the full list of winners:… https://t.co/lGBOjealgU,2017-09-18 18:00:05+00:00,6,0.872,0.343,0.657,0.0
306,@CBS,See the biggest names in television light up the #Emmys red carpet: https://t.co/5yaM4UF4KX #ICYMI https://t.co/4qh6onq8OF,2017-09-18 16:00:03+00:00,7,0.0,0.0,1.0,0.0
307,@CBS,Host Stephen Colbert blew the audience away with his opening number at the #Emmys. Watch the full clip:… https://t.co/Rv3NwjJuKZ,2017-09-18 14:00:05+00:00,8,0.0772,0.067,0.933,0.0
308,@CBS,Did you miss television's biggest night? Catch up on the #Emmys now: https://t.co/EMxWKauzMb https://t.co/2Y71gw7Jr7,2017-09-18 12:30:01+00:00,9,-0.1531,0.0,0.89,0.11
309,@CBS,Catch up on all the entertaining speeches and big wins from the most glamorous night on TV. Watch the #Emmys now:… https://t.co/FRoKq9OFTs,2017-09-18 05:36:48+00:00,10,0.8805,0.349,0.651,0.0
310,@CBS,Who took home a golden statuette? See the complete list of winners from the #Emmys: https://t.co/W9VduVc9lp https://t.co/d5FqBXDhtn,2017-09-18 05:22:46+00:00,11,0.4767,0.171,0.829,0.0
311,@CBS,A complete showcase of Stephen Colbert's funniest moments from the #Emmys: https://t.co/L1vnRQw4Ri https://t.co/f9RHVgC2Kc,2017-09-18 05:10:34+00:00,12,0.5574,0.247,0.753,0.0
312,@CBS,RT @colbertlateshow: Stephen starts to glitch while hosting the #Emmys &amp; needs to be evaluated... in the nude. Watch the full diagnosis: ht…,2017-09-18 03:44:56+00:00,13,0.0,0.0,1.0,0.0
313,@CBS,That’s a wrap! Congratulations to all #Emmy winners! https://t.co/Pi8ASpHYK5,2017-09-18 03:04:27+00:00,14,0.8217,0.558,0.442,0.0
314,@CBS,RT @TheEmmys: Congrats #ElizabethMoss on your Primetime #Emmy  Award for #TheHandmaidsTale https://t.co/T13uVadatj,2017-09-18 03:02:42+00:00,15,0.7845,0.408,0.592,0.0
315,@CBS,RT @TheEmmys: Congrats @SterlingKBrown on your Primetime #Emmy Award for #ThisIsUs https://t.co/wv5Y3rBOkG,2017-09-18 02:57:23+00:00,16,0.7845,0.408,0.592,0.0
316,@CBS,RT @TheEmmys: Congrats #BiglittleLies on your Primetime #Emmy  Award for Best Limited Series #womenasheroes https://t.co/198e4IJYnt,2017-09-18 02:51:13+00:00,17,0.8807,0.463,0.458,0.079
317,@CBS,RT @TheEmmys: Congrats @blackmirror on your Primetime #Emmy  Award for Best Television Movie #LoveWillWin https://t.co/Hyxtws5v8O,2017-09-18 02:46:01+00:00,18,0.9022,0.481,0.519,0.0
318,@CBS,RT @TheEmmys: Congrats #nicolekidman on your Primetime #Emmy  Award for #BigLittleLies https://t.co/VTfs8OSoC8,2017-09-18 02:40:11+00:00,19,0.7845,0.408,0.592,0.0
319,@CBS,S.W.A.T. star @ShemarMoore lights up the red carpet with a smile. See all the glamorous #Emmys looks:… https://t.co/MPPQk2QVOn,2017-09-18 02:38:53+00:00,20,0.7003,0.279,0.721,0.0
320,@CBS,RT @TheEmmys: Congrats @rizmc on your Primetime #Emmy  Award for #TheNightof https://t.co/OUYAASicfe,2017-09-18 02:38:12+00:00,21,0.7845,0.408,0.592,0.0
321,@CBS,RT @TheEmmys: Congrats @VeepHBO on your Primetime #Emmy  Award https://t.co/XL6IuF8HlF,2017-09-18 02:28:43+00:00,22,0.7845,0.463,0.537,0.0
322,@CBS,RT @TheEmmys: Congrats @OfficialJLD on your Primetime #Emmy  Award for #Veep @VeepHBO https://t.co/HigOeXXyzz,2017-09-18 02:28:40+00:00,23,0.7845,0.385,0.615,0.0
323,@CBS,"Classic CBS stars, Norman Lear and Carol Burnett made an appearance tonight at the #Emmys! https://t.co/lkQp6uKMyg",2017-09-18 02:27:24+00:00,24,0.0,0.0,1.0,0.0
324,@CBS,CBS star @AllisonBJanney looks ravishing in white at the #Emmys. See all the best-dressed stars on the red carpet:… https://t.co/BFzxtrrjhx,2017-09-18 02:23:08+00:00,25,0.0,0.0,1.0,0.0
325,@CBS,RT @TheEmmys: Congrats @donaldglover on your Primetime #Emmy  Award for @AtlantaFX #Atlanta https://t.co/LAYFF77Rvb,2017-09-18 02:22:55+00:00,26,0.7845,0.385,0.615,0.0
326,@CBS,RT @TheEmmys: Congrats @iamjohnoliver on your Primetime #Emmy  Award for #LastWeekTonight https://t.co/HeusvOdGHW,2017-09-18 02:11:57+00:00,27,0.7845,0.408,0.592,0.0
327,@CBS,RT @TheEmmys: Congrats #DonRoyKing on your Primetime #Emmy  Award for #Saturdaynightlive https://t.co/O73irJuSq3,2017-09-18 02:08:34+00:00,28,0.7845,0.408,0.592,0.0
328,@CBS,RT @TheEmmys: Congrats @CharlieBrooker on your Primetime #Emmy Award for #BlackMirror https://t.co/iViGEfr0ya,2017-09-18 02:02:23+00:00,29,0.7845,0.408,0.592,0.0
329,@CBS,RT @TheEmmys: Congrats @reedmorano on your Primetime #Emmy  Award for #TheHandmaidsTale #FemaleDirectors https://t.co/yvacXuYnA3,2017-09-18 02:02:02+00:00,30,0.7845,0.385,0.615,0.0
330,@CBS,From dreams to reality. Congratulations @LenaWaithe and @azizansari on your Primetime #Emmy Award! https://t.co/TaSQsiIhRs,2017-09-18 02:00:25+00:00,31,0.8858,0.486,0.514,0.0
331,@CBS,"If you liked @markfeuerstein at the #Emmys, you'll love him in the new comedy coming this fall, @9JKLCBS! https://t.co/7Kt9tE57DJ",2017-09-18 01:51:53+00:00,32,0.8687,0.38,0.62,0.0
332,@CBS,Sheldon x 2 = Adorable! #Emmys @IainLoveTheatre https://t.co/loABr28IgD,2017-09-18 01:45:08+00:00,33,0.5411,0.466,0.534,0.0
333,@CBS,"Sean Spicer appears to confirm largest #Emmys audience ever, period. Watch the star's reactions:… https://t.co/l0x4NiCJsO",2017-09-18 01:41:08+00:00,34,0.0,0.0,1.0,0.0
334,@CBS,"Come on, it's @Oprah! https://t.co/vgTlY6qzGE",2017-09-18 01:38:30+00:00,35,0.0,0.0,1.0,0.0
335,@CBS,CBS' own @SonequaMG and @jeremypiven are quite a duo as presenters at the #Emmys! https://t.co/ufxH7380cS,2017-09-18 01:28:43+00:00,36,0.0,0.0,1.0,0.0
336,@CBS,"RT @TheEmmys: Congrats #AlexanderSkarsgard on your Primetime #Emmy Award for #BigLittleLies ""thank u for making me feel like one of the gir…",2017-09-18 01:26:17+00:00,37,0.8979,0.412,0.588,0.0
337,@CBS,RT @SuperiorDonuts: Does the voice of the #Emmys sound familiar? Watch them live now on @CBS &amp; CBS All Access: https://t.co/4LDe6vCybL #Sup…,2017-09-18 01:12:14+00:00,38,0.0,0.0,1.0,0.0
338,@CBS,Don't miss all of the sketches and dresses and speeches and more! Watch the #Emmys LIVE on CBS and CBS All Access!… https://t.co/0RgtVcsoIT,2017-09-18 01:11:42+00:00,39,0.2565,0.084,0.916,0.0
339,@CBS,RT @TheEmmys: Congrats #jeanmarcvallee on your Primetime #Emmy  Award for #BigLittleLies https://t.co/O9b32ehkal,2017-09-18 01:10:15+00:00,40,0.7845,0.408,0.592,0.0
340,@CBS,"RT @colbertlateshow: Are you watching what @SeanSpicer confirmed is the largest #Emmys ever, period? What are you waiting for? https://t.co…",2017-09-18 01:06:50+00:00,41,0.0,0.0,1.0,0.0
341,@CBS,RT @TheEmmys: Congrats @AlecBaldwin on your Primetime #Emmy  Award for #Saturdaynightlive https://t.co/VurSzGMjA5,2017-09-18 01:04:29+00:00,42,0.7845,0.408,0.592,0.0
342,@CBS,RT @TheEmmys: Congrats #brucemiller on your Primetime #Emmy Award for #HandmaidsTale https://t.co/xmosDAyQ2V,2017-09-18 01:04:26+00:00,43,0.7845,0.408,0.592,0.0
343,@CBS,RT @TheEmmys: Congrats @nbcsnl on your Primetime #Emmy Award for Best #VarietySketch Series https://t.co/DYhkh2NxNN,2017-09-18 01:03:58+00:00,44,0.9022,0.502,0.498,0.0
344,@CBS,When the #Emmys asks you to take your clothes off on TV. https://t.co/O26aHapn1d,2017-09-18 01:00:38+00:00,45,0.0,0.0,1.0,0.0
345,@CBS,"Congratulations, Donald Glover! #Emmys https://t.co/uFV9A9xo6g",2017-09-18 00:48:32+00:00,46,0.636,0.512,0.488,0.0
346,@CBS,The #Emmys where we finish each other's....sentences! https://t.co/sOAlMCu3A9,2017-09-18 00:45:40+00:00,47,0.0,0.0,1.0,0.0
347,@CBS,"RT @TheEmmys: Congrats #Lauradern 4 Primetime #Emmy #BigLittleLies ""I've been acting since I was 11 yrs old and I've worked with, like 12 w…",2017-09-18 00:39:13+00:00,48,0.7096,0.228,0.772,0.0
348,@CBS,RT @TheEmmys: Congrats #katemckinnon on your Primetime #Emmy  Award for #snl https://t.co/kXXQvODuRl,2017-09-18 00:38:44+00:00,49,0.7845,0.408,0.592,0.0
349,@CBS,RT @TheEmmys: Congrats @JohnLithgow on your Primetime #Emmy Award for #TheCrown https://t.co/CZoAEz8aBg,2017-09-18 00:38:10+00:00,50,0.7845,0.408,0.592,0.0
350,@CBS,RT @colbertlateshow: Here's the moment @StephenAtHome walked offstage after that epic opening number and monologue at the #Emmys. https://t…,2017-09-18 00:34:08+00:00,51,0.0772,0.067,0.933,0.0
351,@CBS,Spotted: @shemarmoore from @swatcbs looking sharp! #Emmys https://t.co/vIOp7IAswH,2017-09-18 00:33:43+00:00,52,0.0,0.0,1.0,0.0
352,@CBS,This is how you do a happy dance #Emmys! Who are you excited to see tonight? https://t.co/T1P2OmBY9e,2017-09-18 00:26:30+00:00,53,0.75,0.313,0.687,0.0
353,@CBS,Everyone's losing their marbles at the #Emmys ! https://t.co/v6zMytSfAV,2017-09-18 00:19:44+00:00,54,-0.4389,0.0,0.708,0.292
354,@CBS,Everything is better on TV! #Emmys,2017-09-18 00:09:09+00:00,55,0.4926,0.39,0.61,0.0
355,@CBS,Don’t miss the 69th Emmy® Awards – streaming LIVE now on CBS &amp; CBS All Access: https://t.co/whuCPMC3Er #Emmys https://t.co/o2cy3lFA84,2017-09-18 00:00:06+00:00,56,0.34,0.146,0.777,0.078
356,@CBS,"Thank you cam, hosted interviews, photo lounge &amp; more! See the #Emmys action behind-the-scenes with Backstage Live:… https://t.co/mzxgPGcwh4",2017-09-17 23:34:15+00:00,57,0.4199,0.141,0.859,0.0
357,@CBS,RT @colbertlateshow: Sneak peek at where @StephenAtHome will spend much of his time hosting tonight's #Emmys. What do you think of this inc…,2017-09-17 22:26:31+00:00,58,0.0,0.0,1.0,0.0
358,@CBS,The stars have arrived! ?? Watch the #Emmys red carpet LIVE on Facebook with @etnow's @leanneaguilera here:… https://t.co/3JGXokwGik,2017-09-17 21:22:14+00:00,59,0.0,0.0,1.0,0.0
359,@CBS,Television’s greatest night has arrived! Watch the #Emmys tonight at 8 PM ET / 5 PM PT on CBS and CBS All Access:… https://t.co/0fKy11rhoF,2017-09-17 20:30:06+00:00,60,0.6696,0.183,0.817,0.0
360,@CBS,Stream the #Emmys red carpet LIVE today with @etnow's @leanneaguilera on the CBS Facebook page. Details:… https://t.co/DmBLxofpIE,2017-09-17 20:24:04+00:00,61,0.0,0.0,1.0,0.0
361,@CBS,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess. Try 1 week FREE! (Not available on mobile phones)… https://t.co/vag5N9BfvH,2017-09-17 13:38:18+00:00,62,0.7974,0.283,0.717,0.0
362,@CBS,Tonight's the night! Here's everything you need to know about the #Emmys: https://t.co/LYH1GYoK1i https://t.co/XMrAXwkZ10,2017-09-17 12:00:05+00:00,63,0.0,0.0,1.0,0.0
363,@CBS,RT @colbertlateshow: The most important part of any #Emmys rehearsal... practicing how to make @Oprah your best friend. (Yep. I'm coming fo…,2017-09-17 04:36:22+00:00,64,0.8588,0.333,0.667,0.0
364,@CBS,The stars come out tomorrow! ? Stream the Emmy® Awards LIVE on CBS All Access. Start your FREE trial now:… https://t.co/NfmUwcs3gV,2017-09-16 22:00:05+00:00,65,0.8087,0.289,0.711,0.0
365,@CBS,Relive all the spectacular performances in honor of country’s icons. All the greatest moments from the #ACMHonors:… https://t.co/tvmtXaksE0,2017-09-16 21:22:52+00:00,66,0.8126,0.316,0.684,0.0
366,@CBS,Find out how the 69th Emmy® Awards' hopefuls go from nominees to winners: https://t.co/bSm06K2EkQ #Emmys https://t.co/5UdTJWXbs3,2017-09-16 19:30:06+00:00,67,0.7269,0.303,0.697,0.0
367,@CBS,Stream the #Emmys red carpet tomorrow LIVE with @etnow's @leanneaguilera on the CBS Facebook page. Details:… https://t.co/tghgzhFVVB,2017-09-16 17:00:08+00:00,68,0.0,0.0,1.0,0.0
368,@CBS,Stream #23 Tennessee @ #24 Florida LIVE today at 3:30PM ET with a FREE trial of #CBSAllAccess:… https://t.co/PQfcWMC2bo,2017-09-16 14:30:01+00:00,69,0.6166,0.212,0.788,0.0
369,@CBS,"And the winner is... Don't miss the #Emmys, hosted by Stephen Colbert, live tomorrow on CBS and CBS All Access:… https://t.co/p2mvqn0Zdh",2017-09-16 12:30:03+00:00,70,0.6421,0.216,0.784,0.0
370,@CBS,Catch up on all the stunning performances and memorable speeches at the #ACMHonors! Watch the full special:… https://t.co/CBaNmI5VL6,2017-09-16 11:21:06+00:00,71,0.4389,0.145,0.855,0.0
371,@CBS,Find out who performed special tributes to country's biggest stars. All the greatest moments from the #ACMHonors:… https://t.co/jjmYOQGZF0,2017-09-16 06:46:54+00:00,72,0.7845,0.301,0.699,0.0
372,@CBS,RT @avacbell: WOW! @GeorgeStrait still sounds so amazing live!! A true American country legend! #ACMHonors #countrymusic #Nashville,2017-09-16 03:00:28+00:00,73,0.9396,0.512,0.488,0.0
373,@CBS,What a night! Congratulations to all of the #ACMHonors recipients! https://t.co/f6cucRx4DD,2017-09-16 02:53:52+00:00,74,0.6688,0.333,0.667,0.0
374,@CBS,RT @danaraenc: Chris Stapleton singing a George Strait song… Yes please! #ACMHonors ????,2017-09-16 02:49:55+00:00,75,0.6476,0.346,0.654,0.0
375,@CBS,"Here comes the ACM Vocal Group of the Year, @LittleBigTown! #ACMHonors https://t.co/BxZFi8svMA",2017-09-16 02:36:19+00:00,76,0.0,0.0,1.0,0.0
376,@CBS,RT @GingerSnaps: This Glen Campbell tribute on the #ACMHonors is perfection. #chills,2017-09-16 02:31:59+00:00,77,0.5719,0.252,0.748,0.0
377,@CBS,"RT @Purpletenn: Love seeing the artists in the audience, singing along to the artists on stage! ?? #ACMHonors",2017-09-16 02:13:00+00:00,78,0.6696,0.209,0.791,0.0
378,@CBS,"ACM Male Vocalist of the Year, @ThomasRhett sure knows how to captivate a crowd. #ACMHonors https://t.co/PNvSEe39Vz",2017-09-16 02:09:35+00:00,79,0.3182,0.141,0.859,0.0
379,@CBS,"RT @DollyParton: It's all true ?

#ACMHonors https://t.co/4IPN93ldDl",2017-09-16 02:00:47+00:00,80,0.4215,0.318,0.682,0.0
380,@CBS,"The Queen of Nashville, @dollyparton, has given the world so much more than music. Thank you for your generosity, D… https://t.co/FRuxzPVwC0",2017-09-16 02:00:17+00:00,81,0.7239,0.242,0.758,0.0
381,@CBS,"The legend, @BradPaisley honoring @dollyparton! So much talent packed onto the stage tonight! #ACMHonors https://t.co/mF7LQZu2FU",2017-09-16 01:58:04+00:00,82,0.7883,0.349,0.651,0.0
382,@CBS,Congratulations @KelseaBallerini for receiving the Gene Weed Milestone Award! #ACMHonors https://t.co/D3rBxteQFa,2017-09-16 01:36:32+00:00,83,0.8268,0.461,0.539,0.0
383,@CBS,RT @Momof3princess: My kids are laughing at me but I am singing right along #ACMHonors https://t.co/kSAoPXEqZQ,2017-09-16 01:28:10+00:00,84,0.2732,0.13,0.87,0.0
384,@CBS,"Toby Keith is bringing us back to 1993 with his debut single, “Should’ve Been a Cowboy!” #ACMHonors https://t.co/64kLnJQZoq",2017-09-16 01:19:40+00:00,85,0.0,0.0,1.0,0.0
385,@CBS,"Congratulations, @Reba for receiving the Mae Boren Axton Service Award! #ACMHonors https://t.co/sI6bGXziAb",2017-09-16 01:13:05+00:00,86,0.8268,0.435,0.565,0.0
386,@CBS,RT @GOPatterson: YES @HillaryScottLA AND @KarenFairchild HONORING @reba ?????? #ACMHonors This is Heaven !!,2017-09-16 01:08:48+00:00,87,0.9072,0.508,0.492,0.0
387,@CBS,".@HillaryScottLA, @KarenFairchild and @ohgussie are serenading @Reba with her own hits! ?
#ACMHonors https://t.co/5OA0lspNn0",2017-09-16 01:05:02+00:00,88,0.0,0.0,1.0,0.0
388,@CBS,RT @RussellMadison_: Time for #ACMHonors !,2017-09-16 01:04:45+00:00,89,0.0,0.0,1.0,0.0
389,@CBS,"Don’t miss out on an evening with country music’s biggest stars, the 11th Annual ACM Honors begins soon! #ACMHonors https://t.co/LECt13Hloa",2017-09-16 00:47:25+00:00,90,0.4574,0.155,0.776,0.069
390,@CBS,"Tonight, get ready for a country celebration! Watch the #ACMHonors @ 9/8c on CBS, or stream it with CBS All Access:… https://t.co/U76gWo1mEG",2017-09-16 00:00:06+00:00,91,0.4199,0.128,0.872,0.0
391,@CBS,"RT @CBSBigBrother: Paul, Christmas, &amp; Josh begin the battle to win the $500,000 grand prize tonight at 8/7c on #BB19: https://t.co/uudtMeMR…",2017-09-15 23:02:13+00:00,92,0.8176,0.34,0.572,0.088
392,@CBS,"RT @TheTalkCBS: Even our ladies know that as hosts, sometimes you have to bare it all - just ask #Emmys host @StephenAtHome https://t.co/3Y…",2017-09-15 21:54:22+00:00,93,0.0,0.0,1.0,0.0
393,@CBS,RT @SEALTeamCBS: See how #SEALTeam's heroic German Shepherd—DITA the Hair Missile—spends her days on set! ??: https://t.co/hoqjTFrtbC https…,2017-09-15 21:33:30+00:00,94,0.5983,0.186,0.814,0.0
394,@CBS,"The #Emmys are streaming LIVE on CBS All Access this Sun, Sept. 17 at 8pm ET/5pm PT! Start your FREE trial now:… https://t.co/Y2mkqLZPkb",2017-09-15 21:08:15+00:00,95,0.6514,0.164,0.836,0.0
395,@CBS,RT @startrekcbs: Welcome aboard the bridge of the U.S.S. Discovery. Stream the #StarTrekDiscovery world premiere Sept 24: https://t.co/acwP…,2017-09-15 20:59:23+00:00,96,0.4767,0.204,0.796,0.0
396,@CBS,"Country star @MarenMorris explains what it means to pay tribute to @GlenCampbell at the #ACMHonors, tonight @ 9/8c… https://t.co/TUqG4KYt9E",2017-09-15 19:14:13+00:00,97,-0.1027,0.0,0.924,0.076
397,@CBS,Who did Stephen Colbert call when he found out @colbertlateshow was nominated? The #Emmys are Sun @ 8pm ET/5pm PT o… https://t.co/abVGKfsAaa,2017-09-15 14:00:07+00:00,98,0.0,0.0,1.0,0.0
398,@CBS,"Tonight, Nashville salutes country icons @GeorgeStrait, @DollyParton, @Reba &amp; more! Watch the #ACMHonors at 9/8c on… https://t.co/5IdeQWOPHB",2017-09-15 11:00:04+00:00,99,0.0,0.0,1.0,0.0
399,@CBS,RT @startrekcbs: We embrace the unknown. Stream the world premiere of #StarTrekDiscovery Sept 24 on CBS All Access: https://t.co/H4LOVFv6DX…,2017-09-15 00:59:27+00:00,100,0.3182,0.113,0.887,0.0
400,@BBC,"America's opioid addiction, as explained by @ChelseaClinton. Via @BBC_Future. https://t.co/p3fxsiSeu0",2017-09-19 18:37:03+00:00,1,0.0,0.0,1.0,0.0
401,@BBC,They're back! French and Saunders will reunite for a Christmas special. ? https://t.co/IkyTI9EFUB https://t.co/vkjFueBzyP,2017-09-19 17:45:04+00:00,2,0.4574,0.214,0.786,0.0
402,@BBC,"Astonishingly, some people still need to be told not to eat raw chicken. ?? https://t.co/nnjrCmsAfH https://t.co/qLQClQRmri",2017-09-19 16:55:05+00:00,3,0.0,0.0,1.0,0.0
403,@BBC,'How are you in my house if you've never seen Lord of the Rings?' ? Via @BBCTheSocial. https://t.co/ApmQ1Q4Hrt,2017-09-19 16:25:06+00:00,4,0.0,0.0,1.0,0.0
404,@BBC,"""I don't sit and knit."" ? ? A woman celebrating her 111th birthday says having fun keeps her feeling young.… https://t.co/s2ZBJcf0UM",2017-09-19 16:02:03+00:00,5,0.8176,0.362,0.638,0.0
405,@BBC,RT @BBCTwo: WARNING: This clip contains graphic scenes of outrageous ankle-kissing... ? #Quacks https://t.co/PLlPgzqMvX,2017-09-19 15:22:52+00:00,6,-0.7297,0.0,0.642,0.358
406,@BBC,"RT @bbc5live: Look at this picture... @HenryFraser0, who is paralysed from the shoulders down, painted it with his mouth.

His story with @…",2017-09-19 15:21:06+00:00,7,0.0,0.0,1.0,0.0
407,@BBC,RT @bbcworldservice: It's time to widen the lens and focus on black women behind the camera according to African American photographer Layl…,2017-09-19 15:15:54+00:00,8,0.0,0.0,1.0,0.0
408,@BBC,RT @BBCTheOneShow: #Birmingham bin workers have been on strike for 10weeks. Are these guys undermining the strike or being helpful? Let us…,2017-09-19 15:01:45+00:00,9,-0.1779,0.106,0.684,0.209
409,@BBC,RT @bbcstories: 'It's OK to make mayonnaise while on your period' - the scoutmaster on a mission to bust menstruation myths in Madagascar h…,2017-09-19 14:21:14+00:00,10,0.4466,0.123,0.877,0.0
410,@BBC,? 'Birds fly to the moon.' Strange &amp; delightful theories of bird migration by academics of the 1680s. ?… https://t.co/VdCCsIRG1E,2017-09-19 13:00:07+00:00,11,0.4588,0.168,0.752,0.08
411,@BBC,RT @BBC_Teach: Is this an archive clip I see before me?! Watch these contrasting treatments of Macbeth from 1958 and 2016??#BBCSchools60 ht…,2017-09-19 12:38:50+00:00,12,0.0,0.0,1.0,0.0
412,@BBC,? New #DoctorWho fan fiction challenge! Write a story where the Doctor gets an unexpected call. ?… https://t.co/oa1CbKRbIq,2017-09-19 12:30:08+00:00,13,0.4389,0.218,0.782,0.0
413,@BBC,"RT @BBCR1: So, this is perfect ?

@WolfAliceMusic cover @GreenDay's Good Riddance for #R1LiveLoungeMonth https://t.co/GQ52fVq4Wn",2017-09-19 12:13:01+00:00,14,0.7823,0.364,0.636,0.0
414,@BBC,"RT @BBCR1: YES @wolfalicemusic ?

Beautifully Unconventional sounds great in the Live Lounge ?

#R1LiveLoungeMonth https://t.co/LgzoPVCWgZ",2017-09-19 12:12:55+00:00,15,0.9049,0.505,0.495,0.0
